term_str,n,n_chars,p,s,i,h
wasnt,27,5,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
every,27,5,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
funny,27,5,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
shes,27,4,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
such,27,4,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
woman,27,5,0.0003769054665252108,2653.185185185185,11.37350965997403,0.004286737964421503
feeling,26,7,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
theres,26,6,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
years,26,5,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
horse,26,5,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
himself,26,7,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
leaned,26,6,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
darling,26,7,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
mean,26,4,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
beside,26,6,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
until,26,5,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
bags,26,4,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
half,26,4,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
sword,26,5,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
havent,26,6,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
being,26,5,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
spanish,26,7,0.0003629460048020548,2755.2307692307695,11.427957443996407,0.0041477314973463976
god,25,3,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
end,25,3,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
does,25,4,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
than,25,4,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
michael,25,7,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
finally,25,7,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
those,25,5,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
river,25,5,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
line,25,4,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
hello,25,5,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
walk,25,4,0.0003489865430788989,2865.44,11.484540972362774,0.00400795025279286
marry,24,5,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
chap,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
keep,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
between,24,7,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
bag,24,3,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
driver,24,6,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
braddocks,24,9,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
book,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
course,24,6,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
handed,24,6,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
stream,24,6,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
life,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
edna,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
streets,24,7,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
wall,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
work,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
suppose,24,7,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
beer,24,4,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
pamplona,24,8,0.00033502708135574295,2984.833333333333,11.543434661416342,0.0038673632234350356
below,23,5,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
pedro,23,5,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
green,23,5,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
once,23,4,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
days,23,4,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
barnes,23,6,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
ask,23,3,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
running,23,7,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
dinner,23,6,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
office,23,6,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
rotten,23,6,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
georgette,23,9,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
send,23,4,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
everybody,23,9,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
damn,23,4,0.00032106761963258696,3114.608695652174,11.604835206080486,0.0037259368158447034
shut,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
drank,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
de,22,2,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
enough,22,6,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
wish,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
five,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
cape,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
dance,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
music,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
hundred,22,7,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
lay,22,3,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
pretty,22,6,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
might,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
anyway,22,6,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
both,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
youve,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
waved,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
laughed,22,7,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
happy,22,5,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
gate,22,4,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
several,22,7,0.00030710815790943103,3256.181818181818,11.668965543500201,0.0035836345127729695
oclock,21,6,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
yet,21,3,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
anybody,21,7,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
liked,21,5,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
dead,21,4,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
watching,21,8,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
window,21,6,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
mountains,21,9,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
crossed,21,7,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
stone,21,5,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
these,21,5,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
fighting,21,8,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
red,21,3,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
harvey,21,6,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
arent,21,5,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
probably,21,8,0.00029314869618627504,3411.2380952380954,11.736079739358738,0.0034404164739311725
hit,20,3,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
houses,20,6,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
hear,20,4,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
happened,20,8,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
wind,20,4,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
leave,20,5,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
has,20,3,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
chaps,20,5,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
believe,20,7,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
quiet,20,5,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
fighters,20,8,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
meal,20,4,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
medals,20,6,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
forward,20,7,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
name,20,4,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
floor,20,5,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
dining,20,6,0.0002791892344631191,3581.7999999999997,11.806469067250136,0.0032962390605980616
arms,19,4,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
french,19,6,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
biarritz,19,8,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
knocked,19,7,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
drinking,19,8,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
find,19,4,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
talked,19,6,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
stand,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
walking,19,7,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
early,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
badly,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
crowded,19,7,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
please,19,6,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
watch,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
pay,19,3,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
spain,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
trout,19,5,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
set,19,3,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
second,19,6,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
boulevard,19,9,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
past,19,4,0.00026522977273996313,3770.3157894736846,11.880469648693913,0.003151054264967116
even,18,4,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
having,18,6,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
bretts,18,6,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
bought,18,6,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
fishing,18,7,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
morrow,18,6,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
wife,18,4,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
hills,18,5,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
mr,18,2,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
sir,18,3,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
held,18,4,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
weve,18,4,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
horns,18,5,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
pleasant,18,8,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
hat,18,3,0.0002512703110168072,3979.777777777778,11.958472160695186,0.0030048090191037097
stop,17,4,0.00023731084929365124,4213.882352941177,12.040934320887159,0.0028574443499788053
edge,17,4,0.00023731084929365124,4213.882352941177,12.040934320887159,0.0028574443499788053
idea,17,4,0.00023731084929365124,4213.882352941177,12.040934320887159,0.0028574443499788053
listen,17,6,0.00023731084929365124,4213.882352941177,12.040934320887159,0.0028574443499788053
else,17,4,0.00023731084929365124,4213.882352941177,12.040934320887159,0.0028574443499788053
