term_str,n,n_chars,p,s,i,h
falls,5,5,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
starting,5,8,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
sandwiches,5,10,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
serious,5,7,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
undressed,5,9,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
ferns,5,5,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
peasants,5,8,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
won,5,3,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
twisted,5,7,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
hows,5,4,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
riding,5,6,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
lose,5,4,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
given,5,5,6.979730861577978e-05,14327.199999999999,13.806469067250136,0.0009636543823810749
booths,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
deserted,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
courses,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pain,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
globos,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
travel,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
gas,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
theatre,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
anis,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
rum,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
clearly,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
tracks,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
quai,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
photographs,4,11,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
type,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
yesterday,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
soldier,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
enjoying,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
fond,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bananas,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
fifteen,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sandy,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
weather,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
join,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
o,4,1,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pack,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
25th,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
saloon,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pushed,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bread,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
buying,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
visit,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
whiskey,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
hey,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
fortifications,4,14,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sport,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
goner,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
mad,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
illuminados,4,11,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
mix,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
broken,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pic,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dream,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
backed,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lots,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
hanging,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
shiny,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
shame,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
whos,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
guy,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cognac,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
needed,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
painter,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lap,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
moon,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
greatness,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
eleven,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
nineteen,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
franc,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
loaded,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dove,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lives,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
ladder,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
monday,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
wreath,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
everywhere,4,10,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
weight,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
mistake,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
slapped,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pavement,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dogs,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sidewalk,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
company,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
stands,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bal,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
gold,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
decided,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
belmontes,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
realize,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
opening,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
raining,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
unloaded,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
flattened,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
helped,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
notice,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
gathered,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
string,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
chain,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cages,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
danger,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
log,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bung,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
suizo,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
band,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
grew,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
wednesday,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
field,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
port,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lousy,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
hobin,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
beginning,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
spend,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
secretary,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
basket,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
owner,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lighted,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
nights,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
roncesvalles,4,12,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
rid,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
fact,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bathe,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
corridor,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
discovered,4,10,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
lead,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bell,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
noisy,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
deal,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
careful,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
wound,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dog,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
milano,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dollars,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bother,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bye,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sadist,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cat,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
tailor,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
add,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
anxious,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
shave,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
racing,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
agreed,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bitch,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
picadors,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dress,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
woolsey,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
imitation,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
price,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
spoil,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
market,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bathroom,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
nasty,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pieces,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
tanned,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
roberts,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
ironical,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
eaten,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
moving,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cabs,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
quietly,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
firm,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
success,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
expected,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
locked,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cigars,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
superior,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
porter,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cup,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
straightened,4,12,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
leblanc,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
kansas,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
awake,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pyrenees,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
action,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
envelope,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pray,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
shall,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
drumstick,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
rockets,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
owe,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
polite,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cracked,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
wrong,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
balls,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
blade,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
interest,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
speak,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
marinas,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
amount,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
muy,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
shy,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sounds,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
presidents,4,10,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
statue,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
game,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
arriving,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
drunken,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
fixed,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
montmartre,4,10,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
yours,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
rods,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
dice,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
muletas,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sharply,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
beds,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
italian,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
difficult,4,9,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
mountain,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
expatriate,4,10,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
wagon,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pipes,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
headache,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
hooked,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
bit,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
sunday,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
june,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
somehow,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
pick,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
suitcase,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
roses,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
written,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
europe,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
callejon,4,8,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
books,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
barber,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
burst,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
nearly,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
worried,4,7,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
harbor,4,6,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
apart,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
cork,4,4,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
names,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
flies,4,5,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
arc,4,3,5.583784689262382e-05,17909.0,14.128397162137498,0.0007888992775776145
missed,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
contrescarpe,3,12,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
tle,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
odd,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
frightened,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bootblacks,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
steel,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fifes,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
interrupted,3,11,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
months,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
son,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
remark,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
expensive,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sweeping,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
manner,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
boils,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cleaned,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
banner,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
skins,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
higher,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
giving,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
liqueur,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
statement,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bringing,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ridiculous,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dorsay,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ridge,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
middleweight,3,12,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
jumping,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
clyne,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
news,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
polo,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
born,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
translated,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
em,3,2,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
rapidly,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
including,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
guard,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
emotion,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
wade,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
moneys,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shell,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
proprietor,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
stared,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
offering,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
wrinkled,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
grazing,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
step,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
remarkable,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
napolitain,3,10,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
sentimental,3,11,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
boxer,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
paseo,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
advance,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
pivoted,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ford,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
balance,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
bois,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
closerie,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
court,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
complicated,3,11,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
posada,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
muscle,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
banged,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
notre,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
frightful,3,9,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
save,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dried,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
rough,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
blond,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
patronne,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
maids,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
jerk,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
villages,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
landing,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
disappeared,3,11,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
anyhow,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
trotted,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
forgot,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
general,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
kings,3,5,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
breath,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
mustnt,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
seeming,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
dome,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
fit,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
col,3,3,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
length,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
cheerful,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shower,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
toes,3,4,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
driving,3,7,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
shutters,3,8,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
ladies,3,6,4.187838516946787e-05,23878.666666666664,14.543434661416342,0.000609055558437783
