,token_str,pos,n
86481,servants,NNS,8
86484,Darling,VBG,7
86487,Brett,NNP,5
86488,said,VBD,4
86490,I,PRP,1
86491,went,VBD,4
86492,over,IN,4
86493,to,TO,2
86494,the,DT,3
86495,bed,NN,3
86496,and,CC,3
86497,put,VB,3
86498,my,PRP$,2
86499,arms,NNS,4
86500,around,IN,6
86501,her,PRP$,3
86503,She,PRP,3
86504,kissed,VBD,6
86505,me,PRP,2
86507,and,CC,3
86508,while,IN,5
86509,she,PRP,3
86510,kissed,VBD,6
86511,me,PRP,2
86512,I,PRP,1
86513,could,MD,5
86514,feel,VB,4
86515,she,PRP,3
86516,was,VBD,3
86517,thinking,VBG,8
86518,of,IN,2
86519,something,NN,9
86520,else,RB,4
86522,She,PRP,3
86523,was,VBD,3
86524,trembling,VBG,9
86525,in,IN,2
86526,my,PRP$,2
86527,arms,NNS,4
86529,She,PRP,3
86530,felt,VBD,4
86531,very,RB,4
86532,small,JJ,5
86535,Darling,VBG,7
86537,I,PRP,1
86539,ve,JJ,2
86540,had,VBD,3
86541,such,JJ,4
86542,a,DT,1
86543,hell,NN,4
86544,of,IN,2
86545,a,DT,1
86546,time.,NN,5
86549,Tell,NNP,4
86550,me,PRP,2
86551,about,IN,5
86552,it.,NN,3
86555,Nothing,NNP,7
86556,to,TO,2
86557,tell,VB,4
86559,He,PRP,2
86560,only,RB,4
86561,left,VBD,4
86562,yesterday,NN,9
86564,I,PRP,1
86565,made,VBD,4
86566,him,PRP,3
86567,go.,VB,3
86570,Why,WRB,3
86571,didn,NN,4
86573,t,NN,1
86574,you,PRP,3
86575,keep,VBP,4
86576,him,PRP,3
86580,I,PRP,1
86581,don,VBP,3
86583,t,NN,1
86584,know,VBP,4
86586,It,PRP,2
86587,isn,JJ,3
86589,t,VBD,1
86590,the,DT,3
86591,sort,NN,4
86592,of,IN,2
86593,thing,NN,5
86594,one,CD,3
86595,does,VBZ,4
86597,I,PRP,1
86598,don,VBP,3
86600,t,NN,1
86601,think,VBP,5
86602,I,PRP,1
86603,hurt,VBP,4
86604,him,PRP,3
86605,any.,JJ,4
86608,You,PRP,3
86609,were,VBD,4
86610,probably,RB,8
86611,damn,RB,4
86612,good,JJ,4
86613,for,IN,3
86614,him.,NN,4
86617,He,PRP,2
86618,shouldn,VBZ,7
86620,t,NN,1
86621,be,VB,2
86622,living,VBG,6
86623,with,IN,4
86624,any,DT,3
86625,one,CD,3
86627,I,PRP,1
86628,realized,VBD,8
86629,that,IN,4
86630,right,JJ,5
86631,away.,NN,5
86634,No.,NNP,3
86637,Oh,NNP,2
86639,hell,NN,4
86642,she,PRP,3
86643,said,VBD,4
86646,let,VBD,3
86648,s,VB,1
86649,not,RB,3
86650,talk,VB,4
86651,about,IN,5
86652,it,PRP,2
86654,Let,VB,3
86656,s,VB,1
86657,never,RB,5
86658,talk,NN,4
86659,about,IN,5
86660,it.,NN,3
86663,All,DT,3
86664,right.,VBP,6
86667,It,PRP,2
86668,was,VBD,3
86669,rather,RB,6
86670,a,DT,1
86671,knock,NN,5
86672,his,PRP$,3
86673,being,VBG,5
86674,ashamed,VBN,7
86675,of,IN,2
86676,me,PRP,2
86678,He,PRP,2
86679,was,VBD,3
86680,ashamed,VBN,7
86681,of,IN,2
86682,me,PRP,2
86683,for,IN,3
86684,a,DT,1
86685,while,NN,5
86687,you,PRP,3
86688,know.,VBP,5
86691,No.,NN,3
86694,Oh,NNP,2
86696,yes,UH,3
86698,They,PRP,4
86699,ragged,VBD,6
86700,him,PRP,3
86701,about,IN,5
86702,me,PRP,2
86703,at,IN,2
86704,the,DT,3
86705,café,NN,4
86707,I,PRP,1
86708,guess,VBP,5
86710,He,PRP,2
86711,wanted,VBD,6
86712,me,PRP,2
86713,to,TO,2
86714,grow,VB,4
86715,my,PRP$,2
86716,hair,NN,4
86717,out,RP,3
86719,Me,NNP,2
86721,with,IN,4
86722,long,JJ,4
86723,hair,NN,4
86725,I,PRP,1
86727,d,JJ,1
86728,look,VBP,4
86729,so,RB,2
86730,like,JJ,4
86731,hell.,NN,5
86734,It,PRP,2
86736,s,VBD,1
86737,funny.,JJ,6
86740,He,PRP,2
86741,said,VBD,4
86742,it,PRP,2
86743,would,MD,5
86744,make,VB,4
86745,me,PRP,2
86746,more,JJR,4
86747,womanly,RB,7
86749,I,PRP,1
86751,d,JJ,1
86752,look,VBP,4
86753,a,DT,1
86754,fright.,NN,7
86757,What,WP,4
86758,happened,VBD,8
86762,Oh,NNP,2
86764,he,PRP,2
86765,got,VBD,3
86766,over,RP,4
86767,that,DT,4
86769,He,PRP,2
86770,wasn,VBD,4
86772,t,NN,1
86773,ashamed,NN,7
86774,of,IN,2
86775,me,PRP,2
86776,long.,JJ,5
86779,What,WP,4
86780,was,VBD,3
86781,it,PRP,2
86782,about,IN,5
86783,being,VBG,5
86784,in,IN,2
86785,trouble,NN,7
86789,I,PRP,1
86790,didn,VBP,4
86792,t,NN,1
86793,know,VBP,4
86794,whether,IN,7
86795,I,PRP,1
86796,could,MD,5
86797,make,VB,4
86798,him,PRP,3
86799,go,VB,2
86801,and,CC,3
86802,I,PRP,1
86803,didn,VBP,4
86805,t,NNS,1
86806,have,VBP,4
86807,a,DT,1
86808,sou,NN,3
86809,to,TO,2
86810,go,VB,2
86811,away,RB,4
86812,and,CC,3
86813,leave,VBP,5
86814,him,PRP,3
86816,He,PRP,2
86817,tried,VBD,5
86818,to,TO,2
86819,give,VB,4
86820,me,PRP,2
86821,a,DT,1
86822,lot,NN,3
86823,of,IN,2
86824,money,NN,5
86826,you,PRP,3
86827,know,VBP,4
86829,I,PRP,1
86830,told,VBD,4
86831,him,PRP,3
86832,I,PRP,1
86833,had,VBD,3
86834,scads,NNS,5
86835,of,IN,2
86836,it,PRP,2
86838,He,PRP,2
86839,knew,VBD,4
86840,that,DT,4
86841,was,VBD,3
86842,a,DT,1
86843,lie,NN,3
86845,I,PRP,1
86846,couldn,VBP,6
86848,t,NNS,1
86849,take,VB,4
86850,his,PRP$,3
86851,money,NN,5
86853,you,PRP,3
86854,know.,VBP,5
86857,No.,NN,3
86860,Oh,NNP,2
86862,let,VB,3
86864,s,VB,1
86865,not,RB,3
86866,talk,VB,4
86867,about,IN,5
86868,it,PRP,2
86870,There,EX,5
86871,were,VBD,4
86872,some,DT,4
86873,funny,JJ,5
86874,things,NNS,6
86876,though,RB,6
86878,Do,VB,2
86879,give,VB,4
86880,me,PRP,2
86881,a,DT,1
86882,cigarette.,JJ,10
86884,I,PRP,1
86885,lit,VBP,3
86886,the,DT,3
86887,cigarette,NN,9
86890,He,PRP,2
86891,learned,VBD,7
86892,his,PRP$,3
86893,English,JJ,7
86894,as,IN,2
86895,a,DT,1
86896,waiter,NN,6
86897,in,IN,2
86898,Gib.,NNP,4
86901,Yes.,NNP,4
86904,He,PRP,2
86905,wanted,VBD,6
86906,to,TO,2
86907,marry,VB,5
86908,me,PRP,2
86910,finally.,VBZ,8
86913,Really,NNP,6
86917,Of,IN,2
86918,course,NN,6
86920,I,PRP,1
86921,can,MD,3
86923,t,VB,1
86924,even,RB,4
86925,marry,JJ,5
86926,Mike.,NNP,5
86929,Maybe,NNP,5
86930,he,PRP,2
86931,thought,VBD,7
86932,that,WDT,4
86933,would,MD,5
86934,make,VB,4
86935,him,PRP,3
86936,Lord,NNP,4
86937,Ashley.,NNP,7
86940,No,NNP,2
86942,It,PRP,2
86943,wasn,VBD,4
86945,t,NN,1
86946,that,WDT,4
86948,He,PRP,2
86949,really,RB,6
86950,wanted,VBD,6
86951,to,TO,2
86952,marry,VB,5
86953,me,PRP,2
86955,So,RB,2
86956,I,PRP,1
86957,couldn,VBP,6
86959,t,NN,1
86960,go,VB,2
86961,away,RB,4
86962,from,IN,4
86963,him,PRP,3
86965,he,PRP,2
86966,said,VBD,4
86968,He,PRP,2
86969,wanted,VBD,6
86970,to,TO,2
86971,make,VB,4
86972,it,PRP,2
86973,sure,JJ,4
86974,I,PRP,1
86975,could,MD,5
86976,never,RB,5
86977,go,VB,2
86978,away,RB,4
86979,from,IN,4
86980,him,PRP,3
86982,After,IN,5
86983,I,PRP,1
86985,d,JJ,1
86986,gotten,NNS,6
86987,more,RBR,4
86988,womanly,RB,7
86990,of,IN,2
86991,course.,NN,7
86994,You,PRP,3
86995,ought,MD,5
86996,to,TO,2
86997,feel,VB,4
86998,set,VBN,3
86999,up.,JJ,3
87002,I,PRP,1
87003,do,VBP,2
87005,I,PRP,1
87007,m,RB,1
87008,all,RB,3
87009,right,RB,5
87010,again,RB,5
87012,He,PRP,2
87014,s,NN,1
87015,wiped,VBD,5
87016,out,RP,3
87017,that,IN,4
87018,damned,VBD,6
87019,Cohn.,NNP,5
87022,Good.,NNP,5
87025,You,PRP,3
87026,know,VBP,4
87027,I,PRP,1
87029,d,NNS,1
87030,have,VBP,4
87031,lived,VBN,5
87032,with,IN,4
87033,him,PRP,3
87034,if,IN,2
87035,I,PRP,1
87036,hadn,VBP,4
87038,t,NN,1
87039,seen,VBN,4
87040,it,PRP,2
87041,was,VBD,3
87042,bad,JJ,3
87043,for,IN,3
87044,him,PRP,3
87046,We,PRP,2
87047,got,VBD,3
87048,along,RB,5
87049,damned,VBN,6
87050,well.,NN,5
87053,Outside,NNP,7
87054,of,IN,2
87055,your,PRP$,4
87056,personal,JJ,8
87057,appearance.,NN,11
87060,Oh,NNP,2
87062,he,PRP,2
87064,d,NN,1
87065,have,VBP,4
87066,gotten,VBN,6
87067,used,VBN,4
87068,to,TO,2
87069,that.,VB,5
87071,She,PRP,3
87072,put,VBD,3
87073,out,RP,3
87074,the,DT,3
87075,cigarette,NN,9
87078,I,PRP,1
87080,m,JJ,1
87081,thirty-four,NN,11
87083,you,PRP,3
87084,know,VBP,4
87086,I,PRP,1
87088,m,MD,1
87089,not,RB,3
87090,going,VBG,5
87091,to,TO,2
87092,be,VB,2
87093,one,CD,3
87094,of,IN,2
87095,these,DT,5
87096,bitches,NNS,7
87097,that,WDT,4
87098,ruins,VBZ,5
87099,children.,JJ,9
87102,No.,NNP,3
87105,I,PRP,1
87107,m,MD,1
87108,not,RB,3
87109,going,VBG,5
87110,to,TO,2
87111,be,VB,2
87112,that,DT,4
87113,way,NN,3
87115,I,PRP,1
87116,feel,VBP,4
87117,rather,RB,6
87118,good,JJ,4
87120,you,PRP,3
87121,know,VBP,4
87123,I,PRP,1
87124,feel,VBP,4
87125,rather,RB,6
87126,set,VBN,3
87127,up.,JJ,3
87130,Good.,NNP,5
87132,She,PRP,3
87133,looked,VBD,6
87134,away,RB,4
87136,I,PRP,1
87137,thought,VBD,7
87138,she,PRP,3
87139,was,VBD,3
87140,looking,VBG,7
87141,for,IN,3
87142,another,DT,7
87143,cigarette,NN,9
87145,Then,RB,4
87146,I,PRP,1
87147,saw,VBD,3
87148,she,PRP,3
87149,was,VBD,3
87150,crying,VBG,6
87152,I,PRP,1
87153,could,MD,5
87154,feel,VB,4
87155,her,PRP$,3
87156,crying,NN,6
87158,Shaking,VBG,7
87159,and,CC,3
87160,crying,VBG,6
87162,She,PRP,3
87163,wouldn,VBD,6
87165,t,NN,1
87166,look,NN,4
87167,up,IN,2
87169,I,PRP,1
87170,put,VBD,3
87171,my,PRP$,2
87172,arms,NNS,4
87173,around,IN,6
87174,her,PRP$,3
87177,Don,NNP,3
87179,t,NN,1
87180,let,NN,3
87182,s,VB,1
87183,ever,RB,4
87184,talk,NN,4
87185,about,IN,5
87186,it,PRP,2
87188,Please,NNP,6
87189,don,JJ,3
87191,t,NN,1
87192,let,NN,3
87194,s,VB,1
87195,ever,RB,4
87196,talk,VB,4
87197,about,IN,5
87198,it.,NN,3
87201,Dear,NNP,4
87202,Brett.,NNP,6
87205,I,PRP,1
87207,m,RB,1
87208,going,VBG,5
87209,back,RB,4
87210,to,TO,2
87211,Mike.,NNP,5
87213,I,PRP,1
87214,could,MD,5
87215,feel,VB,4
87216,her,PRP$,3
87217,crying,NN,6
87218,as,IN,2
87219,I,PRP,1
87220,held,VBD,4
87221,her,PRP$,3
87222,close,JJ,5
87225,He,PRP,2
87227,s,NNS,1
87228,so,RB,2
87229,damned,JJ,6
87230,nice,NN,4
87231,and,CC,3
87232,he,PRP,2
87234,s,NNS,1
87235,so,RB,2
87236,awful,JJ,5
87238,He,PRP,2
87240,s,JJ,1
87241,my,PRP$,2
87242,sort,NN,4
87243,of,IN,2
87244,thing.,NN,6
87246,She,PRP,3
87247,would,MD,5
87248,not,RB,3
87249,look,VB,4
87250,up,RP,2
87252,I,PRP,1
87253,stroked,VBD,7
87254,her,PRP,3
87255,hair,NN,4
87257,I,PRP,1
87258,could,MD,5
87259,feel,VB,4
87260,her,PRP$,3
87261,shaking,NN,7
87264,I,PRP,1
87265,won,VBD,3
87267,t,NN,1
87268,be,VB,2
87269,one,CD,3
87270,of,IN,2
87271,those,DT,5
87272,bitches,NNS,7
87275,she,PRP,3
87276,said,VBD,4
87279,But,CC,3
87281,oh,UH,2
87283,Jake,NNP,4
87285,please,VB,6
87286,let,VB,3
87288,s,VB,1
87289,never,RB,5
87290,talk,NN,4
87291,about,IN,5
87292,it.,JJ,3
87294,We,PRP,2
87295,left,VBD,4
87296,the,DT,3
87297,Hotel,NNP,5
87298,Montana,NNP,7
87300,The,DT,3
87301,woman,NN,5
87302,who,WP,3
87303,ran,VBD,3
87304,the,DT,3
87305,hotel,NN,5
87306,would,MD,5
87307,not,RB,3
87308,let,VB,3
87309,me,PRP,2
87310,pay,VB,3
87311,the,DT,3
87312,bill,NN,4
87314,The,DT,3
87315,bill,NN,4
87316,had,VBD,3
87317,been,VBN,4
87318,paid,VBN,4
87321,Oh,NNP,2
87323,well,RB,4
87325,Let,VB,3
87326,it,PRP,2
87327,go,VB,2
87330,Brett,NNP,5
87331,said,VBD,4
87334,It,PRP,2
87335,doesn,JJ,5
87337,t,NN,1
87338,matter,NN,6
87339,now.,JJ,4
87341,We,PRP,2
87342,rode,VBP,4
87343,in,IN,2
87344,a,DT,1
87345,taxi,NN,4
87346,down,RB,4
87347,to,TO,2
87348,the,DT,3
87349,Palace,NNP,6
87350,Hotel,NNP,5
87352,left,VBD,4
87353,the,DT,3
87354,bags,NNS,4
87356,arranged,VBN,8
87357,for,IN,3
87358,berths,NNS,6
87359,on,IN,2
87360,the,DT,3
87361,Sud,NNP,3
87362,Express,NNP,7
87363,for,IN,3
87364,the,DT,3
87365,night,NN,5
87367,and,CC,3
87368,went,VBD,4
87369,into,IN,4
87370,the,DT,3
87371,bar,NN,3
87372,of,IN,2
87373,the,DT,3
87374,hotel,NN,5
87375,for,IN,3
87376,a,DT,1
87377,cocktail,NN,8
87379,We,PRP,2
87380,sat,VBD,3
87381,on,IN,2
87382,high,JJ,4
87383,stools,NNS,6
87384,at,IN,2
87385,the,DT,3
87386,bar,NN,3
87387,while,IN,5
87388,the,DT,3
87389,barman,NN,6
87390,shook,VBD,5
87391,the,DT,3
87392,Martinis,NNP,8
87393,in,IN,2
87394,a,DT,1
87395,large,JJ,5
87396,nickelled,JJ,9
87397,shaker,NN,6
87400,It,PRP,2
87402,s,JJ,1
87403,funny,NN,5
87404,what,WP,4
87405,a,DT,1
87406,wonderful,JJ,9
87407,gentility,NN,9
87408,you,PRP,3
87409,get,VBP,3
87410,in,IN,2
87411,the,DT,3
87412,bar,NN,3
87413,of,IN,2
87414,a,DT,1
87415,big,JJ,3
87416,hotel,NN,5
87419,I,PRP,1
87420,said,VBD,4
87423,Barmen,NNP,6
87424,and,CC,3
87425,jockeys,NNS,7
87426,are,VBP,3
87427,the,DT,3
87428,only,JJ,4
87429,people,NNS,6
87430,who,WP,3
87431,are,VBP,3
87432,polite,JJ,6
87433,any,DT,3
87434,more.,JJ,5
87437,No,NNP,2
87438,matter,NN,6
87439,how,WRB,3
87440,vulgar,VBZ,6
87441,a,DT,1
87442,hotel,NN,5
87443,is,VBZ,2
87445,the,DT,3
87446,bar,NN,3
87447,is,VBZ,2
87448,always,RB,6
87449,nice.,JJ,5
87452,It,PRP,2
87454,s,JJ,1
87455,odd.,JJ,4
87458,Bartenders,NNS,10
87459,have,VBP,4
87460,always,RB,6
87461,been,VBN,4
87462,fine.,JJ,5
87465,You,PRP,3
87466,know,VBP,4
87469,Brett,NNP,5
87470,said,VBD,4
87473,it,PRP,2
87475,s,VBZ,1
87476,quite,RB,5
87477,true,JJ,4
87479,He,PRP,2
87480,is,VBZ,2
87481,only,RB,4
87482,nineteen,JJ,8
87484,Isn,NNP,3
87486,t,VBD,1
87487,it,PRP,2
87488,amazing,VBG,7
87491,We,PRP,2
87492,touched,VBD,7
87493,the,DT,3
87494,two,CD,3
87495,glasses,NNS,7
87496,as,IN,2
87497,they,PRP,4
87498,stood,VBD,5
87499,side,NN,4
87500,by,IN,2
87501,side,NN,4
87502,on,IN,2
87503,the,DT,3
87504,bar,NN,3
87506,They,PRP,4
87507,were,VBD,4
87508,coldly,RB,6
87509,beaded,VBN,6
87511,Outside,IN,7
87512,the,DT,3
87513,curtained,JJ,9
87514,window,NN,6
87515,was,VBD,3
87516,the,DT,3
87517,summer,NN,6
87518,heat,NN,4
87519,of,IN,2
87520,Madrid,NNP,6
87523,I,PRP,1
87524,like,VBP,4
87525,an,DT,2
87526,olive,NN,5
87527,in,IN,2
87528,a,DT,1
87529,Martini,NNP,7
87532,I,PRP,1
87533,said,VBD,4
87534,to,TO,2
87535,the,DT,3
87536,barman,NN,6
87539,Right,NNP,5
87540,you,PRP,3
87541,are,VBP,3
87543,sir,JJ,3
87545,There,EX,5
87546,you,PRP,3
87547,are.,VBP,4
87550,Thanks.,NNP,7
87553,I,PRP,1
87554,should,MD,6
87555,have,VB,4
87556,asked,VBN,5
87558,you,PRP,3
87559,know.,VBP,5
87561,The,DT,3
87562,barman,NN,6
87563,went,VBD,4
87564,far,RB,3
87565,enough,RB,6
87566,up,IN,2
87567,the,DT,3
87568,bar,NN,3
87569,so,RB,2
87570,that,IN,4
87571,he,PRP,2
87572,would,MD,5
87573,not,RB,3
87574,hear,VB,4
87575,our,PRP$,3
87576,conversation,NN,12
87578,Brett,NNP,5
87579,had,VBD,3
87580,sipped,VBN,6
87581,from,IN,4
87582,the,DT,3
87583,Martini,NNP,7
87584,as,IN,2
87585,it,PRP,2
87586,stood,VBD,5
87588,on,IN,2
87589,the,DT,3
87590,wood,NN,4
87592,Then,RB,4
87593,she,PRP,3
87594,picked,VBD,6
87595,it,PRP,2
87596,up,RP,2
87598,Her,PRP$,3
87599,hand,NN,4
87600,was,VBD,3
87601,steady,JJ,6
87602,enough,RB,6
87603,to,TO,2
87604,lift,VB,4
87605,it,PRP,2
87606,after,IN,5
87607,that,DT,4
87608,first,JJ,5
87609,sip,NN,3
87612,It,PRP,2
87614,s,RB,1
87615,good,JJ,4
87617,Isn,NNP,3
87619,t,VBD,1
87620,it,PRP,2
87621,a,DT,1
87622,nice,JJ,4
87623,bar,NN,3
87627,They,PRP,4
87629,re,VB,2
87630,all,DT,3
87631,nice,JJ,4
87632,bars.,NN,5
87635,You,PRP,3
87636,know,VBP,4
87637,I,PRP,1
87638,didn,VBP,4
87640,t,NN,1
87641,believe,VBP,7
87642,it,PRP,2
87643,at,IN,2
87644,first,RB,5
87646,He,PRP,2
87647,was,VBD,3
87648,born,VBN,4
87649,in,IN,2
87652,I,PRP,1
87653,was,VBD,3
87654,in,IN,2
87655,school,NN,6
87656,in,IN,2
87657,Paris,NNP,5
87659,then,RB,4
87661,Think,NNP,5
87662,of,IN,2
87663,that.,NN,5
87666,Anything,NNP,8
87667,you,PRP,3
87668,want,VBP,4
87669,me,PRP,2
87670,to,TO,2
87671,think,VB,5
87672,about,IN,5
87673,it,PRP,2
87677,Don,NNP,3
87679,t,NN,1
87680,be,VB,2
87681,an,DT,2
87682,ass,NN,3
87684,_Would_,NN,7
87685,you,PRP,3
87686,buy,VBP,3
87687,a,DT,1
87688,lady,NN,4
87689,a,DT,1
87690,drink,NN,5
87694,We,PRP,2
87696,ll,NNS,2
87697,have,VBP,4
87698,two,CD,3
87699,more,JJR,4
87700,Martinis.,NNP,9
87703,As,IN,2
87704,they,PRP,4
87705,were,VBD,4
87706,before,RB,6
87708,sir,NN,3
87712,They,PRP,4
87713,were,VBD,4
87714,very,RB,4
87715,good.,JJ,5
87717,Brett,NNP,5
87718,smiled,VBD,6
87719,at,IN,2
87720,him,PRP,3
87723,Thank,NNP,5
87724,you,PRP,3
87726,ma,VB,2
87728,am.,JJ,3
87731,Well,NNP,4
87733,bung-o,NN,6
87736,Brett,NNP,5
87737,said,VBD,4
87740,Bung-o,JJ,6
87744,You,PRP,3
87745,know,VBP,4
87748,Brett,NNP,5
87749,said,VBD,4
87752,he,PRP,2
87754,d,VBZ,1
87755,only,RB,4
87756,been,VBN,4
87757,with,IN,4
87758,two,CD,3
87759,women,NNS,5
87760,before,IN,6
87762,He,PRP,2
87763,never,RB,5
87764,cared,VBD,5
87765,about,IN,5
87766,anything,NN,8
87767,but,CC,3
87768,bull-fighting.,JJ,14
87771,He,PRP,2
87773,s,JJ,1
87774,got,VBD,3
87775,plenty,NN,6
87776,of,IN,2
87777,time.,NN,5
87780,I,PRP,1
87781,don,VBP,3
87783,t,NN,1
87784,know,NN,4
87786,He,PRP,2
87787,thinks,VBZ,6
87788,it,PRP,2
87789,was,VBD,3
87790,me,PRP,2
87792,Not,RB,3
87793,the,DT,3
87794,show,NN,4
87795,in,IN,2
87796,general.,JJ,8
87799,Well,NNP,4
87801,it,PRP,2
87802,was,VBD,3
87803,you.,JJ,4
87806,Yes,NNP,3
87808,It,PRP,2
87809,was,VBD,3
87810,me.,JJ,3
87813,I,PRP,1
87814,thought,VBD,7
87815,you,PRP,3
87816,weren,VBP,5
87818,t,NN,1
87819,going,VBG,5
87820,to,TO,2
87821,ever,RB,4
87822,talk,VB,4
87823,about,IN,5
87824,it.,NN,3
87827,How,NNP,3
87828,can,MD,3
87829,I,PRP,1
87830,help,VB,4
87831,it,PRP,2
87835,You,PRP,3
87837,ll,RB,2
87838,lose,VB,4
87839,it,PRP,2
87840,if,IN,2
87841,you,PRP,3
87842,talk,VBP,4
87843,about,IN,5
87844,it.,NN,3
87847,I,PRP,1
87848,just,RB,4
87849,talk,VBP,4
87850,around,IN,6
87851,it,PRP,2
87853,You,PRP,3
87854,know,VBP,4
87855,I,PRP,1
87856,feel,VBP,4
87857,rather,RB,6
87858,damned,VBN,6
87859,good,JJ,4
87861,Jake.,NNP,5
87864,You,PRP,3
87865,should.,VBP,7
87868,You,PRP,3
87869,know,VBP,4
87870,it,PRP,2
87871,makes,VBZ,5
87872,one,CD,3
87873,feel,NN,4
87874,rather,RB,6
87875,good,JJ,4
87876,deciding,VBG,8
87877,not,RB,3
87878,to,TO,2
87879,be,VB,2
87880,a,DT,1
87881,bitch.,JJ,6
87884,Yes.,NNP,4
87887,It,PRP,2
87889,s,VBD,1
87890,sort,NN,4
87891,of,IN,2
87892,what,WP,4
87893,we,PRP,2
87894,have,VBP,4
87895,instead,RB,7
87896,of,IN,2
87897,God.,NNP,4
87900,Some,DT,4
87901,people,NNS,6
87902,have,VBP,4
87903,God,NNP,3
87906,I,PRP,1
87907,said,VBD,4
87910,Quite,NNP,5
87911,a,DT,1
87912,lot.,JJ,4
87915,He,PRP,2
87916,never,RB,5
87917,worked,VBD,6
87918,very,RB,4
87919,well,RB,4
87920,with,IN,4
87921,me.,NNS,3
87924,Should,MD,6
87925,we,PRP,2
87926,have,VB,4
87927,another,DT,7
87928,Martini,NNP,7
87931,The,DT,3
87932,barman,NN,6
87933,shook,VBD,5
87934,up,RP,2
87935,two,CD,3
87936,more,JJR,4
87937,Martinis,NNP,8
87938,and,CC,3
87939,poured,VBD,6
87940,them,PRP,4
87941,out,RP,3
87942,into,IN,4
87943,fresh,JJ,5
87944,glasses,NNS,7
87947,Where,WRB,5
87948,will,MD,4
87949,we,PRP,2
87950,have,VB,4
87951,lunch,VBN,5
87954,I,PRP,1
87955,asked,VBD,5
87956,Brett,NNP,5
87958,The,DT,3
87959,bar,NN,3
87960,was,VBD,3
87961,cool,JJ,4
87963,You,PRP,3
87964,could,MD,5
87965,feel,VB,4
87966,the,DT,3
87967,heat,NN,4
87968,outside,IN,7
87969,through,IN,7
87970,the,DT,3
87971,window,NN,6
87974,Here,RB,4
87977,asked,VBD,5
87978,Brett,NNP,5
87981,It,PRP,2
87983,s,VBD,1
87984,rotten,VBN,6
87985,here,RB,4
87986,in,IN,2
87987,the,DT,3
87988,hotel,NN,5
87990,Do,VB,2
87991,you,PRP,3
87992,know,VB,4
87993,a,DT,1
87994,place,NN,5
87995,called,VBN,6
87996,Botin,NNP,5
87998,s,NN,1
88001,I,PRP,1
88002,asked,VBD,5
88003,the,DT,3
88004,barman,NN,6
88007,Yes,UH,3
88009,sir,JJ,3
88011,Would,MD,5
88012,you,PRP,3
88013,like,IN,4
88014,to,TO,2
88015,have,VB,4
88016,me,PRP,2
88017,write,VB,5
88018,out,RP,3
88019,the,DT,3
88020,address,NN,7
88024,Thank,NNP,5
88025,you.,NN,4
88027,We,PRP,2
88028,lunched,VBD,7
88029,up-stairs,JJ,9
88030,at,IN,2
88031,Botin,NNP,5
88033,s,NN,1
88035,It,PRP,2
88036,is,VBZ,2
88037,one,CD,3
88038,of,IN,2
88039,the,DT,3
88040,best,JJS,4
88041,restaurants,NNS,11
88042,in,IN,2
88043,the,DT,3
88044,world,NN,5
88046,We,PRP,2
88047,had,VBD,3
88048,roast,VBN,5
88049,young,JJ,5
88050,suckling,VBG,8
88051,pig,NN,3
88052,and,CC,3
88053,drank,NN,5
88054,_rioja_,NN,7
88055,_alta_,NNP,6
88057,Brett,NNP,5
88058,did,VBD,3
88059,not,RB,3
88060,eat,VB,3
88061,much,RB,4
88063,She,PRP,3
88064,never,RB,5
88065,ate,RB,3
88066,much,JJ,4
88068,I,PRP,1
88069,ate,VBP,3
88070,a,DT,1
88071,very,RB,4
88072,big,JJ,3
88073,meal,NN,4
88074,and,CC,3
88075,drank,NN,5
88076,three,CD,5
88077,bottles,NNS,7
88078,of,IN,2
88079,_rioja,NNP,6
88080,alta_,NN,5
88083,How,WRB,3
88084,do,VB,2
88085,you,PRP,3
88086,feel,VB,4
88088,Jake,NNP,4
88091,Brett,NNP,5
88092,asked,VBD,5
88095,My,NNP,2
88096,God,NNP,3
88098,what,WP,4
88099,a,DT,1
88100,meal,NN,4
88101,you,PRP,3
88103,ve,JJ,2
88104,eaten.,NN,6
88107,I,PRP,1
88108,feel,VBP,4
88109,fine,JJ,4
88111,Do,VBP,2
88112,you,PRP,3
88113,want,VB,4
88114,a,DT,1
88115,dessert,NN,7
88119,Lord,NNP,4
88121,no.,NN,3
88123,Brett,NNP,5
88124,was,VBD,3
88125,smoking,VBG,7
88128,You,PRP,3
88129,like,IN,4
88130,to,TO,2
88131,eat,VB,3
88133,don,VB,3
88135,t,NN,1
88136,you,PRP,3
88139,she,PRP,3
88140,said,VBD,4
88143,Yes.,NNP,4
88145,I,PRP,1
88146,said,VBD,4
88149,I,PRP,1
88150,like,VBP,4
88151,to,TO,2
88152,do,VB,2
88153,a,DT,1
88154,lot,NN,3
88155,of,IN,2
88156,things.,NN,7
88159,What,WP,4
88160,do,VBP,2
88161,you,PRP,3
88162,like,IN,4
88163,to,TO,2
88164,do,VB,2
88168,Oh,NNP,2
88171,I,PRP,1
88172,said,VBD,4
88175,I,PRP,1
88176,like,VBP,4
88177,to,TO,2
88178,do,VB,2
88179,a,DT,1
88180,lot,NN,3
88181,of,IN,2
88182,things,NNS,6
88184,Don,NNP,3
88186,t,NN,1
88187,you,PRP,3
88188,want,VBP,4
88189,a,DT,1
88190,dessert,NN,7
88194,You,PRP,3
88195,asked,VBD,5
88196,me,PRP,2
