,token_str,pos,n
84985,sat,VBD,3
84986,together,RB,8
84987,under,IN,5
84988,a,DT,1
84989,tree,NN,4
84990,talking,VBG,7
84991,to,TO,2
84992,a,DT,1
84993,soldier,NN,7
84995,The,DT,3
84996,soldier,NN,7
84997,had,VBD,3
84998,only,RB,4
84999,one,CD,3
85000,arm,NN,3
85002,The,DT,3
85003,tide,NN,4
85004,was,VBD,3
85005,in,IN,2
85006,and,CC,3
85007,there,EX,5
85008,was,VBD,3
85009,a,DT,1
85010,good,JJ,4
85011,breeze,NN,6
85012,and,CC,3
85013,a,DT,1
85014,surf,NN,4
85015,on,IN,2
85016,the,DT,3
85017,beach,NN,5
85019,I,PRP,1
85020,undressed,VBD,9
85021,in,IN,2
85022,one,CD,3
85023,of,IN,2
85024,the,DT,3
85025,bath-cabins,NNS,11
85027,crossed,VBD,7
85028,the,DT,3
85029,narrow,JJ,6
85030,line,NN,4
85031,of,IN,2
85032,beach,NN,5
85033,and,CC,3
85034,went,VBD,4
85035,into,IN,4
85036,the,DT,3
85037,water,NN,5
85039,I,PRP,1
85040,swam,VBP,4
85041,out,RP,3
85043,trying,VBG,6
85044,to,TO,2
85045,swim,VB,4
85046,through,IN,7
85047,the,DT,3
85048,rollers,NNS,7
85050,but,CC,3
85051,having,VBG,6
85052,to,TO,2
85053,dive,VB,4
85054,sometimes,RB,9
85056,Then,RB,4
85057,in,IN,2
85058,the,DT,3
85059,quiet,JJ,5
85060,water,NN,5
85061,I,PRP,1
85062,turned,VBD,6
85063,and,CC,3
85064,floated,VBD,7
85066,Floating,VBG,8
85067,I,PRP,1
85068,saw,VBD,3
85069,only,RB,4
85070,the,DT,3
85071,sky,NN,3
85073,and,CC,3
85074,felt,VBD,4
85075,the,DT,3
85076,drop,NN,4
85077,and,CC,3
85078,lift,NN,4
85079,of,IN,2
85080,the,DT,3
85081,swells,NNS,6
85083,I,PRP,1
85084,swam,VBP,4
85085,back,RB,4
85086,to,TO,2
85087,the,DT,3
85088,surf,NN,4
85089,and,CC,3
85090,coasted,VBN,7
85091,in,IN,2
85093,face,VBP,4
85094,down,RP,4
85096,on,IN,2
85097,a,DT,1
85098,big,JJ,3
85099,roller,NN,6
85101,then,RB,4
85102,turned,VBD,6
85103,and,CC,3
85104,swam,NN,4
85106,trying,VBG,6
85107,to,TO,2
85108,keep,VB,4
85109,in,IN,2
85110,the,DT,3
85111,trough,NN,6
85112,and,CC,3
85113,not,RB,3
85114,have,VB,4
85115,a,DT,1
85116,wave,NN,4
85117,break,NN,5
85118,over,IN,4
85119,me,PRP,2
85121,It,PRP,2
85122,made,VBD,4
85123,me,PRP,2
85124,tired,JJ,5
85126,swimming,VBG,8
85127,in,IN,2
85128,the,DT,3
85129,trough,NN,6
85131,and,CC,3
85132,I,PRP,1
85133,turned,VBD,6
85134,and,CC,3
85135,swam,VBD,4
85136,out,RP,3
85137,to,TO,2
85138,the,DT,3
85139,raft,NN,4
85141,The,DT,3
85142,water,NN,5
85143,was,VBD,3
85144,buoyant,JJ,7
85145,and,CC,3
85146,cold,JJ,4
85148,It,PRP,2
85149,felt,VBD,4
85150,as,IN,2
85151,though,IN,6
85152,you,PRP,3
85153,could,MD,5
85154,never,RB,5
85155,sink,VB,4
85157,I,PRP,1
85158,swam,VBP,4
85159,slowly,RB,6
85161,it,PRP,2
85162,seemed,VBD,6
85163,like,IN,4
85164,a,DT,1
85165,long,JJ,4
85166,swim,NN,4
85167,with,IN,4
85168,the,DT,3
85169,high,JJ,4
85170,tide,NN,4
85172,and,CC,3
85173,then,RB,4
85174,pulled,VBD,6
85175,up,RP,2
85176,on,IN,2
85177,the,DT,3
85178,raft,NN,4
85179,and,CC,3
85180,sat,NN,3
85182,dripping,VBG,8
85184,on,IN,2
85185,the,DT,3
85186,boards,NNS,6
85187,that,WDT,4
85188,were,VBD,4
85189,becoming,VBG,8
85190,hot,JJ,3
85191,in,IN,2
85192,the,DT,3
85193,sun,NN,3
85195,I,PRP,1
85196,looked,VBD,6
85197,around,RB,6
85198,at,IN,2
85199,the,DT,3
85200,bay,NN,3
85202,the,DT,3
85203,old,JJ,3
85204,town,NN,4
85206,the,DT,3
85207,casino,NN,6
85209,the,DT,3
85210,line,NN,4
85211,of,IN,2
85212,trees,NNS,5
85213,along,IN,5
85214,the,DT,3
85215,promenade,NN,9
85217,and,CC,3
85218,the,DT,3
85219,big,JJ,3
85220,hotels,NNS,6
85221,with,IN,4
85222,their,PRP$,5
85223,white,JJ,5
85224,porches,NNS,7
85225,and,CC,3
85226,gold-lettered,JJ,13
85227,names,NNS,5
85229,Off,IN,3
85230,on,IN,2
85231,the,DT,3
85232,right,NN,5
85234,almost,RB,6
85235,closing,VBG,7
85236,the,DT,3
85237,harbor,NN,6
85239,was,VBD,3
85240,a,DT,1
85241,green,JJ,5
85242,hill,NN,4
85243,with,IN,4
85244,a,DT,1
85245,castle,NN,6
85247,The,DT,3
85248,raft,NN,4
85249,rocked,VBD,6
85250,with,IN,4
85251,the,DT,3
85252,motion,NN,6
85253,of,IN,2
85254,the,DT,3
85255,water,NN,5
85257,On,IN,2
85258,the,DT,3
85259,other,JJ,5
85260,side,NN,4
85261,of,IN,2
85262,the,DT,3
85263,narrow,JJ,6
85264,gap,NN,3
85265,that,WDT,4
85266,led,VBD,3
85267,into,IN,4
85268,the,DT,3
85269,open,JJ,4
85270,sea,NN,3
85271,was,VBD,3
85272,another,DT,7
85273,high,JJ,4
85274,headland,NN,8
85276,I,PRP,1
85277,thought,VBD,7
85278,I,PRP,1
85279,would,MD,5
85280,like,VB,4
85281,to,TO,2
85282,swim,VB,4
85283,across,IN,6
85284,the,DT,3
85285,bay,NN,3
85286,but,CC,3
85287,I,PRP,1
85288,was,VBD,3
85289,afraid,JJ,6
85290,of,IN,2
85291,cramp,NN,5
85293,I,PRP,1
85294,sat,VBD,3
85295,in,IN,2
85296,the,DT,3
85297,sun,NN,3
85298,and,CC,3
85299,watched,VBD,7
85300,the,DT,3
85301,bathers,NNS,7
85302,on,IN,2
85303,the,DT,3
85304,beach,NN,5
85306,They,PRP,4
85307,looked,VBD,6
85308,very,RB,4
85309,small,JJ,5
85311,After,IN,5
85312,a,DT,1
85313,while,NN,5
85314,I,PRP,1
85315,stood,VBD,5
85316,up,RP,2
85318,gripped,VBN,7
85319,with,IN,4
85320,my,PRP$,2
85321,toes,NNS,4
85322,on,IN,2
85323,the,DT,3
85324,edge,NN,4
85325,of,IN,2
85326,the,DT,3
85327,raft,NN,4
85328,as,IN,2
85329,it,PRP,2
85330,tipped,VBD,6
85331,with,IN,4
85332,my,PRP$,2
85333,weight,NN,6
85335,and,CC,3
85336,dove,VB,4
85337,cleanly,RB,7
85338,and,CC,3
85339,deeply,RB,6
85341,to,TO,2
85342,come,VB,4
85343,up,RP,2
85344,through,IN,7
85345,the,DT,3
85346,lightening,JJ,10
85347,water,NN,5
85349,blew,VBD,4
85350,the,DT,3
85351,salt,NN,4
85352,water,NN,5
85353,out,IN,3
85354,of,IN,2
85355,my,PRP$,2
85356,head,NN,4
85358,and,CC,3
85359,swam,JJ,4
85360,slowly,RB,6
85361,and,CC,3
85362,steadily,RB,8
85363,in,IN,2
85364,to,TO,2
85365,shore,VB,5
85367,After,IN,5
85368,I,PRP,1
85369,was,VBD,3
85370,dressed,VBN,7
85371,and,CC,3
85372,had,VBD,3
85373,paid,VBN,4
85374,for,IN,3
85375,the,DT,3
85376,bath-cabin,NN,10
85378,I,PRP,1
85379,walked,VBD,6
85380,back,RB,4
85381,to,TO,2
85382,the,DT,3
85383,hotel,NN,5
85385,The,DT,3
85386,bicycle-racers,NNS,14
85387,had,VBD,3
85388,left,VBN,4
85389,several,JJ,7
85390,copies,NNS,6
85391,of,IN,2
85392,_L,NNP,2
85394,Auto_,NNP,5
85395,around,IN,6
85397,and,CC,3
85398,I,PRP,1
85399,gathered,VBD,8
85400,them,PRP,4
85401,up,RP,2
85402,in,IN,2
85403,the,DT,3
85404,reading-room,NN,12
85405,and,CC,3
85406,took,VBD,4
85407,them,PRP,4
85408,out,RP,3
85409,and,CC,3
85410,sat,VB,3
85411,in,IN,2
85412,an,DT,2
85413,easy,JJ,4
85414,chair,NN,5
85415,in,IN,2
85416,the,DT,3
85417,sun,NN,3
85418,to,TO,2
85419,read,VB,4
85420,about,IN,5
85421,and,CC,3
85422,catch,VB,5
85423,up,RP,2
85424,on,IN,2
85425,French,JJ,6
85426,sporting,VBG,8
85427,life,NN,4
85429,While,IN,5
85430,I,PRP,1
85431,was,VBD,3
85432,sitting,VBG,7
85433,there,RB,5
85434,the,DT,3
85435,concierge,NN,9
85436,came,VBD,4
85437,out,RP,3
85438,with,IN,4
85439,a,DT,1
85440,blue,JJ,4
85441,envelope,NN,8
85442,in,IN,2
85443,his,PRP$,3
85444,hand,NN,4
85447,A,DT,1
85448,telegram,NN,8
85449,for,IN,3
85450,you,PRP,3
85452,sir.,VB,4
85454,I,PRP,1
85455,poked,VBD,5
85456,my,PRP$,2
85457,finger,NN,6
85458,along,IN,5
85459,under,IN,5
85460,the,DT,3
85461,fold,NN,4
85462,that,WDT,4
85463,was,VBD,3
85464,fastened,VBN,8
85465,down,RP,4
85467,spread,VB,6
85468,it,PRP,2
85469,open,JJ,4
85471,and,CC,3
85472,read,VBD,4
85473,it,PRP,2
85475,It,PRP,2
85476,had,VBD,3
85477,been,VBN,4
85478,forwarded,VBN,9
85479,from,IN,4
85480,Paris,NNP,5
85482,COULD,NNP,5
85483,YOU,NNP,3
85484,COME,NNP,4
85485,HOTEL,NNP,5
85486,MONTANA,NNP,7
85487,MADRID,NNP,6
85488,AM,NNP,2
85489,RATHER,NNP,6
85490,IN,NNP,2
85491,TROUBLE,NNP,7
85492,BRETT,NNP,5
85494,I,PRP,1
85495,tipped,VBD,6
85496,the,DT,3
85497,concierge,NN,9
85498,and,CC,3
85499,read,VB,4
85500,the,DT,3
85501,message,NN,7
85502,again,RB,5
85504,A,DT,1
85505,postman,NN,7
85506,was,VBD,3
85507,coming,VBG,6
85508,along,RB,5
85509,the,DT,3
85510,sidewalk,NN,8
85512,He,PRP,2
85513,turned,VBD,6
85514,in,IN,2
85515,the,DT,3
85516,hotel,NN,5
85518,He,PRP,2
85519,had,VBD,3
85520,a,DT,1
85521,big,JJ,3
85522,moustache,NN,9
85523,and,CC,3
85524,looked,VBD,6
85525,very,RB,4
85526,military,JJ,8
85528,He,PRP,2
85529,came,VBD,4
85530,out,IN,3
85531,of,IN,2
85532,the,DT,3
85533,hotel,NN,5
85534,again,RB,5
85536,The,DT,3
85537,concierge,NN,9
85538,was,VBD,3
85539,just,RB,4
85540,behind,IN,6
85541,him,PRP,3
85544,Here,RB,4
85546,s,VBZ,1
85547,another,DT,7
85548,telegram,NN,8
85549,for,IN,3
85550,you,PRP,3
85552,sir.,VB,4
85555,Thank,NNP,5
85556,you,PRP,3
85559,I,PRP,1
85560,said,VBD,4
85562,I,PRP,1
85563,opened,VBD,6
85564,it,PRP,2
85566,It,PRP,2
85567,was,VBD,3
85568,forwarded,VBN,9
85569,from,IN,4
85570,Pamplona,NNP,8
85572,COULD,NNP,5
85573,YOU,NNP,3
85574,COME,NNP,4
85575,HOTEL,NNP,5
85576,MONTANA,NNP,7
85577,MADRID,NNP,6
85578,AM,NNP,2
85579,RATHER,NNP,6
85580,IN,NNP,2
85581,TROUBLE,NNP,7
85582,BRETT,NNP,5
85584,The,DT,3
85585,concierge,NN,9
85586,stood,VBD,5
85587,there,EX,5
85588,waiting,VBG,7
85589,for,IN,3
85590,another,DT,7
85591,tip,NN,3
85593,probably,RB,8
85596,What,WP,4
85597,time,NN,4
85598,is,VBZ,2
85599,there,RB,5
85600,a,DT,1
85601,train,NN,5
85602,for,IN,3
85603,Madrid,NNP,6
85607,It,PRP,2
85608,left,VBD,4
85609,at,IN,2
85610,nine,CD,4
85611,this,DT,4
85612,morning,NN,7
85614,There,EX,5
85615,is,VBZ,2
85616,a,DT,1
85617,slow,JJ,4
85618,train,NN,5
85619,at,IN,2
85620,eleven,RB,6
85622,and,CC,3
85623,the,DT,3
85624,Sud,NNP,3
85625,Express,NNP,7
85626,at,IN,2
85627,ten,JJ,3
85628,to-night.,JJ,9
85631,Get,NNP,3
85632,me,PRP,2
85633,a,DT,1
85634,berth,NN,5
85635,on,IN,2
85636,the,DT,3
85637,Sud,NNP,3
85638,Express,NNP,7
85640,Do,VBP,2
85641,you,PRP,3
85642,want,VB,4
85643,the,DT,3
85644,money,NN,5
85645,now,RB,3
85649,Just,NNP,4
85650,as,IN,2
85651,you,PRP,3
85652,wish,VBP,4
85655,he,PRP,2
85656,said,VBD,4
85659,I,PRP,1
85660,will,MD,4
85661,have,VB,4
85662,it,PRP,2
85663,put,VB,3
85664,on,IN,2
85665,the,DT,3
85666,bill.,NN,5
85669,Do,NNP,2
85670,that.,VB,5
85672,Well,NNP,4
85674,that,WDT,4
85675,meant,VBD,5
85676,San,NNP,3
85677,Sebastian,NNP,9
85678,all,DT,3
85679,shot,NN,4
85680,to,TO,2
85681,hell,VB,4
85683,I,PRP,1
85684,suppose,VBP,7
85686,vaguely,RB,7
85688,I,PRP,1
85689,had,VBD,3
85690,expected,VBN,8
85691,something,NN,9
85692,of,IN,2
85693,the,DT,3
85694,sort,NN,4
85696,I,PRP,1
85697,saw,VBD,3
85698,the,DT,3
85699,concierge,NN,9
85700,standing,VBG,8
85701,in,IN,2
85702,the,DT,3
85703,doorway,NN,7
85706,Bring,NNP,5
85707,me,PRP,2
85708,a,DT,1
85709,telegram,JJ,8
85710,form,NN,4
85712,please.,NN,7
85714,He,PRP,2
85715,brought,VBD,7
85716,it,PRP,2
85717,and,CC,3
85718,I,PRP,1
85719,took,VBD,4
85720,out,RP,3
85721,my,PRP$,2
85722,fountain-pen,JJ,12
85723,and,CC,3
85724,printed,VBN,7
85726,LADY,NNP,4
85727,ASHLEY,NNP,6
85728,HOTEL,NNP,5
85729,MONTANA,NNP,7
85730,MADRID,NNP,6
85731,ARRIVING,NNP,8
85732,SUD,NNP,3
85733,EXPRESS,NNP,7
85734,TOMORROW,NNP,8
85735,LOVE,NNP,4
85736,JAKE,NNP,4
85738,That,WDT,4
85739,seemed,VBD,6
85740,to,TO,2
85741,handle,VB,6
85742,it,PRP,2
85744,That,DT,4
85745,was,VBD,3
85746,it,PRP,2
85748,Send,VB,4
85749,a,DT,1
85750,girl,NN,4
85751,off,IN,3
85752,with,IN,4
85753,one,CD,3
85754,man,NN,3
85756,Introduce,VBZ,9
85757,her,PRP$,3
85758,to,TO,2
85759,another,DT,7
85760,to,TO,2
85761,go,VB,2
85762,off,RP,3
85763,with,IN,4
85764,him,PRP,3
85766,Now,RB,3
85767,go,VBP,2
85768,and,CC,3
85769,bring,VBP,5
85770,her,PRP$,3
85771,back,NN,4
85773,And,CC,3
85774,sign,VBD,4
85775,the,DT,3
85776,wire,NN,4
85777,with,IN,4
85778,love,NN,4
85780,That,DT,4
85781,was,VBD,3
85782,it,PRP,2
85783,all,DT,3
85784,right,JJ,5
85786,I,PRP,1
85787,went,VBD,4
85788,in,IN,2
85789,to,TO,2
85790,lunch,NN,5
85792,I,PRP,1
85793,did,VBD,3
85794,not,RB,3
85795,sleep,VB,5
85796,much,RB,4
85797,that,IN,4
85798,night,NN,5
85799,on,IN,2
85800,the,DT,3
85801,Sud,NNP,3
85802,Express,NNP,7
85804,In,IN,2
85805,the,DT,3
85806,morning,NN,7
85807,I,PRP,1
85808,had,VBD,3
85809,breakfast,NN,9
85810,in,IN,2
85811,the,DT,3
85812,dining-car,NN,10
85813,and,CC,3
85814,watched,VBD,7
85815,the,DT,3
85816,rock,NN,4
85817,and,CC,3
85818,pine,JJ,4
85819,country,NN,7
85820,between,IN,7
85821,Avila,NNP,5
85822,and,CC,3
85823,Escorial,NNP,8
85825,I,PRP,1
85826,saw,VBD,3
85827,the,DT,3
85828,Escorial,NNP,8
85829,out,IN,3
85830,of,IN,2
85831,the,DT,3
85832,window,NN,6
85834,gray,JJ,4
85835,and,CC,3
85836,long,JJ,4
85837,and,CC,3
85838,cold,JJ,4
85839,in,IN,2
85840,the,DT,3
85841,sun,NN,3
85843,and,CC,3
85844,did,VBD,3
85845,not,RB,3
85846,give,VB,4
85847,a,DT,1
85848,damn,NN,4
85849,about,IN,5
85850,it,PRP,2
85852,I,PRP,1
85853,saw,VBD,3
85854,Madrid,NNP,6
85855,come,VB,4
85856,up,RP,2
85857,over,IN,4
85858,the,DT,3
85859,plain,NN,5
85861,a,DT,1
85862,compact,JJ,7
85863,white,JJ,5
85864,sky-line,NN,8
85865,on,IN,2
85866,the,DT,3
85867,top,NN,3
85868,of,IN,2
85869,a,DT,1
85870,little,JJ,6
85871,cliff,NN,5
85872,away,RB,4
85873,off,IN,3
85874,across,IN,6
85875,the,DT,3
85876,sun-hardened,JJ,12
85877,country,NN,7
85879,The,DT,3
85880,Norte,NNP,5
85881,station,NN,7
85882,in,IN,2
85883,Madrid,NNP,6
85884,is,VBZ,2
85885,the,DT,3
85886,end,NN,3
85887,of,IN,2
85888,the,DT,3
85889,line,NN,4
85891,All,DT,3
85892,trains,NNS,6
85893,finish,VB,6
85894,there,RB,5
85896,They,PRP,4
85897,don,VBP,3
85899,t,NN,1
85900,go,VBP,2
85901,on,IN,2
85902,anywhere,RB,8
85904,Outside,IN,7
85905,were,VBD,4
85906,cabs,NNS,4
85907,and,CC,3
85908,taxis,NN,5
85909,and,CC,3
85910,a,DT,1
85911,line,NN,4
85912,of,IN,2
85913,hotel,NN,5
85914,runners,NNS,7
85916,It,PRP,2
85917,was,VBD,3
85918,like,IN,4
85919,a,DT,1
85920,country,NN,7
85921,town,NN,4
85923,I,PRP,1
85924,took,VBD,4
85925,a,DT,1
85926,taxi,NN,4
85927,and,CC,3
85928,we,PRP,2
85929,climbed,VBD,7
85930,up,RP,2
85931,through,IN,7
85932,the,DT,3
85933,gardens,NNS,7
85935,by,IN,2
85936,the,DT,3
85937,empty,JJ,5
85938,palace,NN,6
85939,and,CC,3
85940,the,DT,3
85941,unfinished,JJ,10
85942,church,NN,6
85943,on,IN,2
85944,the,DT,3
85945,edge,NN,4
85946,of,IN,2
85947,the,DT,3
85948,cliff,NN,5
85950,and,CC,3
85951,on,IN,2
85952,up,IN,2
85953,until,IN,5
85954,we,PRP,2
85955,were,VBD,4
85956,in,IN,2
85957,the,DT,3
85958,high,JJ,4
85960,hot,JJ,3
85962,modern,JJ,6
85963,town,NN,4
85965,The,DT,3
85966,taxi,NN,4
85967,coasted,VBD,7
85968,down,RP,4
85969,a,DT,1
85970,smooth,JJ,6
85971,street,NN,6
85972,to,TO,2
85973,the,DT,3
85974,Puerta,NNP,6
85975,del,FW,3
85976,Sol,NNP,3
85978,and,CC,3
85979,then,RB,4
85980,through,IN,7
85981,the,DT,3
85982,traffic,NN,7
85983,and,CC,3
85984,out,IN,3
85985,into,IN,4
85986,the,DT,3
85987,Carrera,NNP,7
85988,San,NNP,3
85989,Jeronimo,NNP,8
85991,All,PDT,3
85992,the,DT,3
85993,shops,NNS,5
85994,had,VBD,3
85995,their,PRP$,5
85996,awnings,NNS,7
85997,down,RP,4
85998,against,IN,7
85999,the,DT,3
86000,heat,NN,4
86002,The,DT,3
86003,windows,NNS,7
86004,on,IN,2
86005,the,DT,3
86006,sunny,JJ,5
86007,side,NN,4
86008,of,IN,2
86009,the,DT,3
86010,street,NN,6
86011,were,VBD,4
86012,shuttered,VBN,9
86014,The,DT,3
86015,taxi,NN,4
86016,stopped,VBD,7
86017,at,IN,2
86018,the,DT,3
86019,curb,NN,4
86021,I,PRP,1
86022,saw,VBD,3
86023,the,DT,3
86024,sign,NN,4
86025,HOTEL,NNP,5
86026,MONTANA,NNP,7
86027,on,IN,2
86028,the,DT,3
86029,second,JJ,6
86030,floor,NN,5
86032,The,DT,3
86033,taxi-driver,JJ,11
86034,carried,VBD,7
86035,the,DT,3
86036,bags,NNS,4
86037,in,IN,2
86038,and,CC,3
86039,left,VBD,4
86040,them,PRP,4
86041,by,IN,2
86042,the,DT,3
86043,elevator,NN,8
86045,I,PRP,1
86046,could,MD,5
86047,not,RB,3
86048,make,VB,4
86049,the,DT,3
86050,elevator,NN,8
86051,work,NN,4
86053,so,IN,2
86054,I,PRP,1
86055,walked,VBD,6
86056,up,RP,2
86058,On,IN,2
86059,the,DT,3
86060,second,JJ,6
86061,floor,NN,5
86062,up,RP,2
86063,was,VBD,3
86064,a,DT,1
86065,cut,JJ,3
86066,brass,NN,5
86067,sign,NN,4
86069,HOTEL,NNP,5
86070,MONTANA,NNP,7
86072,I,PRP,1
86073,rang,VBP,4
86074,and,CC,3
86075,no,DT,2
86076,one,NN,3
86077,came,VBD,4
86078,to,TO,2
86079,the,DT,3
86080,door,NN,4
86082,I,PRP,1
86083,rang,VBP,4
86084,again,RB,5
86085,and,CC,3
86086,a,DT,1
86087,maid,NN,4
86088,with,IN,4
86089,a,DT,1
86090,sullen,JJ,6
86091,face,NN,4
86092,opened,VBD,6
86093,the,DT,3
86094,door,NN,4
86097,Is,VBZ,2
86098,Lady,JJ,4
86099,Ashley,NNP,6
86100,here,RB,4
86103,I,PRP,1
86104,asked,VBD,5
86106,She,PRP,3
86107,looked,VBD,6
86108,at,IN,2
86109,me,PRP,2
86110,dully,RB,5
86113,Is,VBZ,2
86114,an,DT,2
86115,Englishwoman,NN,12
86116,here,RB,4
86119,She,PRP,3
86120,turned,VBD,6
86121,and,CC,3
86122,called,VBD,6
86123,some,DT,4
86124,one,CD,3
86125,inside,NN,6
86127,A,DT,1
86128,very,RB,4
86129,fat,JJ,3
86130,woman,NN,5
86131,came,VBD,4
86132,to,TO,2
86133,the,DT,3
86134,door,NN,4
86136,Her,PRP$,3
86137,hair,NN,4
86138,was,VBD,3
86139,gray,JJ,4
86140,and,CC,3
86141,stiffly,NN,7
86142,oiled,VBN,5
86143,in,IN,2
86144,scallops,NN,8
86145,around,IN,6
86146,her,PRP$,3
86147,face,NN,4
86149,She,PRP,3
86150,was,VBD,3
86151,short,JJ,5
86152,and,CC,3
86153,commanding,VBG,10
86156,Muy,NNP,3
86157,buenos,NN,6
86160,I,PRP,1
86161,said,VBD,4
86164,Is,VBZ,2
86165,there,EX,5
86166,an,DT,2
86167,Englishwoman,NN,12
86168,here,RB,4
86170,I,PRP,1
86171,would,MD,5
86172,like,VB,4
86173,to,TO,2
86174,see,VB,3
86175,this,DT,4
86176,English,NNP,7
86177,lady.,NN,5
86180,Muy,NNP,3
86181,buenos,NN,6
86183,Yes,UH,3
86185,there,EX,5
86186,is,VBZ,2
86187,a,DT,1
86188,female,JJ,6
86189,English,NNP,7
86191,Certainly,RB,9
86192,you,PRP,3
86193,can,MD,3
86194,see,VB,3
86195,her,PRP$,3
86196,if,IN,2
86197,she,PRP,3
86198,wishes,VBZ,6
86199,to,TO,2
86200,see,VB,3
86201,you.,JJ,4
86204,She,PRP,3
86205,wishes,VBZ,6
86206,to,TO,2
86207,see,VB,3
86208,me.,JJ,3
86211,The,DT,3
86212,chica,NN,5
86213,will,MD,4
86214,ask,VB,3
86215,her.,JJ,4
86218,It,PRP,2
86219,is,VBZ,2
86220,very,RB,4
86221,hot.,JJ,4
86224,It,PRP,2
86225,is,VBZ,2
86226,very,RB,4
86227,hot,JJ,3
86228,in,IN,2
86229,the,DT,3
86230,summer,NN,6
86231,in,IN,2
86232,Madrid.,NNP,7
86235,And,CC,3
86236,how,WRB,3
86237,cold,JJ,4
86238,in,IN,2
86239,winter.,NN,7
86242,Yes,NNP,3
86244,it,PRP,2
86245,is,VBZ,2
86246,very,RB,4
86247,cold,JJ,4
86248,in,IN,2
86249,winter.,JJ,7
86251,Did,NNP,3
86252,I,PRP,1
86253,want,VBP,4
86254,to,TO,2
86255,stay,VB,4
86256,myself,PRP,6
86257,in,IN,2
86258,person,NN,6
86259,in,IN,2
86260,the,DT,3
86261,Hotel,NNP,5
86262,Montana,NNP,7
86264,Of,IN,2
86265,that,DT,4
86266,as,IN,2
86267,yet,RB,3
86268,I,PRP,1
86269,was,VBD,3
86270,undecided,JJ,9
86272,but,CC,3
86273,it,PRP,2
86274,would,MD,5
86275,give,VB,4
86276,me,PRP,2
86277,pleasure,NN,8
86278,if,IN,2
86279,my,PRP$,2
86280,bags,NNS,4
86281,were,VBD,4
86282,brought,VBN,7
86283,up,RP,2
86284,from,IN,4
86285,the,DT,3
86286,ground,NN,6
86287,floor,NN,5
86288,in,IN,2
86289,order,NN,5
86290,that,IN,4
86291,they,PRP,4
86292,might,MD,5
86293,not,RB,3
86294,be,VB,2
86295,stolen,VBN,6
86297,Nothing,NN,7
86298,was,VBD,3
86299,ever,RB,4
86300,stolen,VBN,6
86301,in,IN,2
86302,the,DT,3
86303,Hotel,NNP,5
86304,Montana,NNP,7
86306,In,IN,2
86307,other,JJ,5
86308,fondas,NNS,6
86310,yes,RB,3
86312,Not,RB,3
86313,here,RB,4
86315,No,UH,2
86317,The,DT,3
86318,personages,NNS,10
86319,of,IN,2
86320,this,DT,4
86321,establishment,NN,13
86322,were,VBD,4
86323,rigidly,RB,7
86324,selectioned,VBN,11
86326,I,PRP,1
86327,was,VBD,3
86328,happy,JJ,5
86329,to,TO,2
86330,hear,VB,4
86331,it,PRP,2
86333,Nevertheless,CC,12
86334,I,PRP,1
86335,would,MD,5
86336,welcome,VB,7
86337,the,DT,3
86338,upbringal,NN,9
86339,of,IN,2
86340,my,PRP$,2
86341,bags,NNS,4
86343,The,DT,3
86344,maid,NN,4
86345,came,VBD,4
86346,in,IN,2
86347,and,CC,3
86348,said,VBD,4
86349,that,IN,4
86350,the,DT,3
86351,female,JJ,6
86352,English,NNP,7
86353,wanted,VBD,6
86354,to,TO,2
86355,see,VB,3
86356,the,DT,3
86357,male,JJ,4
86358,English,NNP,7
86359,now,RB,3
86361,at,IN,2
86362,once,RB,4
86365,Good,JJ,4
86368,I,PRP,1
86369,said,VBD,4
86372,You,PRP,3
86373,see,VBP,3
86375,It,PRP,2
86376,is,VBZ,2
86377,as,IN,2
86378,I,PRP,1
86379,said.,VBP,5
86382,Clearly.,NNP,8
86384,I,PRP,1
86385,followed,VBD,8
86386,the,DT,3
86387,maid,NN,4
86389,s,NN,1
86390,back,RB,4
86391,down,RP,4
86392,a,DT,1
86393,long,JJ,4
86395,dark,JJ,4
86396,corridor,NN,8
86398,At,IN,2
86399,the,DT,3
86400,end,NN,3
86401,she,PRP,3
86402,knocked,VBD,7
86403,on,IN,2
86404,a,DT,1
86405,door,NN,4
86408,Hello,NNP,5
86411,said,VBD,4
86412,Brett,NNP,5
86415,Is,VBZ,2
86416,it,PRP,2
86417,you,PRP,3
86419,Jake,VB,4
86423,It,PRP,2
86425,s,JJ,1
86426,me.,NN,3
86429,Come,NNP,4
86430,in,IN,2
86432,Come,NNP,4
86433,in.,JJ,3
86435,I,PRP,1
86436,opened,VBD,6
86437,the,DT,3
86438,door,NN,4
86440,The,DT,3
86441,maid,NN,4
86442,closed,VBD,6
86443,it,PRP,2
86444,after,IN,5
86445,me,PRP,2
86447,Brett,NNP,5
86448,was,VBD,3
86449,in,IN,2
86450,bed,NN,3
86452,She,PRP,3
86453,had,VBD,3
86454,just,RB,4
86455,been,VBN,4
86456,brushing,VBG,8
86457,her,PRP$,3
86458,hair,NN,4
86459,and,CC,3
86460,held,VBD,4
86461,the,DT,3
86462,brush,NN,5
86463,in,IN,2
86464,her,PRP$,3
86465,hand,NN,4
86467,The,DT,3
86468,room,NN,4
86469,was,VBD,3
86470,in,IN,2
86471,that,DT,4
86472,disorder,NN,8
86473,produced,VBD,8
86474,only,RB,4
86475,by,IN,2
86476,those,DT,5
86477,who,WP,3
86478,have,VBP,4
86479,always,RB,6
86480,had,VBN,3
